entid,CaseType,Probability,lime
396267526,3,[0.00834125 0.08853561 0.01079258 0.89233055],"[('taxtype3 <= 0.00', 0.17731845995704473), ('region_id > 348.50', 0.17464048537966648), ('registertype > 8.00', -0.16390230213114754), ('BUSST > 11.00', 0.16044001557983695), ('certificate_num <= 0.00', 0.1305236892683706), ('taxtype6 <= 0.00', -0.11889812579351523), ('tax_dum <= 0.00', 0.10439233828679392), ('so1 <= 0.00', 0.0818621522059575), ('taxtype1 <= 0.00', 0.03585257246971828), ('taxtype0 <= 0.00', 0.033340284776492236)]"
799671424,3,[0.08771727 0.1837595  0.17814898 0.55037426],"[('0.00 < BUSST <= 9.91', -0.32809554473465624), ('region_id > 348.50', 0.16671597508425295), ('registertype > 8.00', -0.14750878059621572), ('certificate_num <= 0.00', 0.14029270242834976), ('LIMPARNUM <= 0.00', -0.08206485020492127), ('so1 <= 0.00', 0.08128183593357795), ('tax_dum <= 0.00', 0.06368000212889573), ('-1.00 < entertype_tax <= 0.00', -0.06266391701935933), ('ttype_abnormal_2 <= 0.00', 0.05822815881618448), ('honor_num <= 0.00', -0.047995854858852036)]"
186538560,4,[0.11291598 0.49952243 0.23547345 0.15208814],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
1219183525,3,[0.0163886  0.17928239 0.06975983 0.73456918],"[('region_id > 348.50', 0.18345116523674174), ('LIMPARNUM <= 0.00', 0.18313120445433992), ('BUSST > 11.00', 0.18202832482426926), ('registertype > 8.00', -0.1498831364523644), ('certificate_num > 0.00', -0.14877747714165007), ('EXENUM <= 0.00', 0.12317253083650478), ('taxtype3 <= 0.00', -0.09939673028824872), ('taxtype5 <= 0.00', -0.08471581866960616), ('honor_num <= 0.00', 0.04987298660884977), ('taxtype2 <= 0.00', -0.01894668462206954)]"
324866006,3,[0.01478268 0.01395376 0.00691799 0.96434557],"[('BUSST > 11.00', 0.18644549694573218), ('LIMPARNUM <= 0.00', 0.14733500802101207), ('registertype <= 8.00', 0.14728700836597505), ('taxtype2 <= 0.00', 0.1380401620009131), ('certificate_num <= 0.00', 0.13005099338291184), ('tax_dum <= 0.00', -0.09862240696517426), ('honor_num <= 0.00', -0.08824209842804884), ('taxtype4 <= 0.00', 0.052347451577218665), ('taxtype3 <= 0.00', -0.04700412517792652), ('taxtype0 <= 0.00', 0.04095617885650809)]"
433969154,4,[0.07251477 0.39563215 0.03345073 0.49840235],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
799922760,3,[0.01112353 0.09325022 0.00920198 0.88642426],"[('LIMPARNUM <= 0.00', -0.1941228895593478), ('taxtype5 <= 0.00', 0.18703017283565906), ('BUSST > 11.00', 0.17412993613514766), ('registertype <= 8.00', 0.16159170727925856), ('taxtype1 <= 0.00', 0.15620642595849762), ('taxtype4 <= 0.00', -0.1491508163789471), ('taxtype6 <= 0.00', -0.11794324670840228), ('taxtype2 <= 0.00', 0.11035871076067803), ('tax_dum <= 0.00', -0.07612819875043599), ('honor_num <= 0.00', -0.07394871622252562)]"
816874677,3,[0.04679609 0.22561344 0.16131597 0.5662745 ],"[('0.00 < BUSST <= 9.91', -0.3223805362474743), ('region_id > 348.50', 0.18055493355986657), ('registertype > 8.00', -0.16805034048824655), ('certificate_num <= 0.00', 0.1261153734257644), ('EXENUM <= 0.00', 0.09750607952317604), ('taxtype6 <= 0.00', -0.08872606573339112), ('year > 7.00', -0.0792997138992048), ('ALTTIME > 9.00', -0.07625801402841517), ('taxtype1 <= 0.00', 0.055255123659377424), ('taxtype3 <= 0.00', -0.03525842938623203)]"
684093862,3,[0.04166931 0.04885892 0.04821799 0.86125378],"[('region_id > 348.50', 0.1827075827734012), ('BUSST > 11.00', 0.17947536933944222), ('registertype > 8.00', -0.14692672625045441), ('certificate_num <= 0.00', 0.1435620053034533), ('taxtype6 <= 0.00', -0.13908977910900322), ('taxtype5 <= 0.00', -0.0933701648844785), ('ttype_abnormal_2 <= 0.00', 0.08708592422877748), ('EXENUM <= 0.00', 0.08186514205597321), ('so1 <= 0.00', 0.07982728250948692), ('year > 7.00', -0.07436194039131622)]"
195302966,3,[0.00946274 0.06564978 0.01308263 0.91180485],"[('region_id > 348.50', 0.1815594369517378), ('BUSST > 11.00', 0.18131564631386696), ('registertype > 8.00', -0.1519998941549491), ('certificate_num <= 0.00', 0.11886338697149812), ('ttype_abnormal_2 <= 0.00', 0.10795161573993473), ('EXENUM <= 0.00', 0.10714125758827821), ('so1 <= 0.00', 0.08670596183903635), ('province_1 <= 0.00', -0.07842219218871274), ('taxtype3 <= 0.00', 0.06376971075698051), ('taxtype2 <= 0.00', -0.053640630287394964)]"
892694309,3,[0.07139398 0.20308272 0.1862557  0.53926761],"[('0.00 < BUSST <= 9.91', -0.3276883740149252), ('tax_dum <= 0.00', 0.2136617932666455), ('registertype <= 8.00', 0.15234855847458262), ('certificate_num > 0.00', -0.1247059825958041), ('ttype_abnormal_2 <= 0.00', 0.11147546331540541), ('taxtype1 <= 0.00', -0.10325367998650323), ('ALTTIME > 9.00', -0.08536411282954832), ('so1 <= 0.00', 0.07279236461894126), ('taxtype3 <= 0.00', -0.060683584572936884), ('honor_num <= 0.00', -0.03726793114868633)]"
614565167,3,[0.10404143 0.16245711 0.12904578 0.60445567],"[('0.00 < BUSST <= 9.91', -0.31202736267078385), ('registertype > 8.00', -0.17015606457760932), ('certificate_num <= 0.00', 0.125381560933237), ('taxtype6 <= 0.00', 0.09513619990454723), ('EXENUM <= 0.00', 0.08756433710376436), ('taxtype0 <= 0.00', 0.08018736455762052), ('so1 <= 0.00', 0.07850674896564601), ('tax_dum <= 0.00', -0.05692499318728536), ('ttype_abnormal_2 <= 0.00', 0.04564595066450496), ('taxtype3 <= 0.00', -0.04371607973952653)]"
475450247,3,[0.09027296 0.17395192 0.15295839 0.58281672],"[('0.00 < BUSST <= 9.91', -0.3342679526341503), ('region_id > 348.50', 0.1789118231222166), ('registertype > 8.00', -0.1633310377475676), ('EXENUM <= 0.00', 0.14383595054033238), ('taxtype3 <= 0.00', 0.11995374925167313), ('taxtype0 <= 0.00', -0.1166267205372483), ('certificate_num <= 0.00', 0.11050222138161746), ('taxtype6 <= 0.00', 0.07773201647600406), ('LIMPARNUM <= 0.00', 0.07432213405782973), ('ttype_abnormal_2 <= 0.00', 0.07066781206126044)]"
762079516,3,[0.08004717 0.04045116 0.0152726  0.86422906],"[('taxtype0 <= 0.00', 0.2148883875141211), ('tax_dum <= 0.00', 0.2021655770619642), ('BUSST > 11.00', 0.18743099005328548), ('LIMPARNUM <= 0.00', 0.1725056763502735), ('registertype <= 8.00', 0.16097243258761923), ('certificate_num <= 0.00', 0.13184167287170978), ('taxtype4 <= 0.00', -0.12120661180122426), ('illegad_num <= 0.00', -0.09817027575418301), ('ttype_abnormal_2 <= 0.00', 0.09704137688573024), ('taxtype1 <= 0.00', 0.06988207603887733)]"
248782102,3,[0.00684468 0.02505626 0.01893298 0.94916609],"[('region_id > 348.50', 0.1906966960601324), ('ttype_abnormal_2 <= 0.00', 0.17710884204474203), ('registertype > 8.00', -0.16213727603485475), ('LIMPARNUM <= 0.00', -0.16095412474459994), ('taxtype0 <= 0.00', 0.15739015625387193), ('BUSST > 11.00', 0.15370840484995105), ('honor_num <= 0.00', 0.1497109450220081), ('taxtype2 <= 0.00', 0.14202769340279325), ('taxtype6 <= 0.00', -0.1390842079038846), ('taxtype3 <= 0.00', 0.011729256084556869)]"
86243682,1,[0.01847501 0.92023971 0.02420275 0.03708252],"[('0.00 < BUSST <= 9.91', 0.1380683060169055), ('EXENUM <= 0.00', -0.126424504482784), ('INDUSTRYPHY <= 10.00', 0.12358763763265729), ('registertype > 8.00', 0.10300324942115072), ('taxtype3 <= 0.00', 0.07126634787176371), ('taxtype1 <= 0.00', 0.06354638377946757), ('taxtype4 <= 0.00', 0.06194300730605479), ('taxtype0 <= 0.00', 0.04303352455506562), ('tax_dum <= 0.00', 0.03233008890896673), ('taxtype6 <= 0.00', 0.005125715202634564)]"
237837675,2,[0.05991395 0.13997917 0.57156766 0.22853922],"[('certificate_num <= 0.00', -0.16419243848790266), ('0.00 < BUSST <= 9.91', 0.07866187212796205), ('ttype_abnormal_2 <= 0.00', -0.07394674391522223), ('so1 <= 0.00', -0.07195862683239683), ('cancel_dum <= 0.00', -0.06516818151558165), ('year > 7.00', 0.0529180407120027), ('taxtype4 <= 0.00', 0.04342462101022695), ('PROGRO <= 3076.90', -0.035769334284564656), ('EXENUM <= 0.00', -0.017286930639351647), ('taxtype6 <= 0.00', 0.015304731049243696)]"
1220302924,3,[0.02077059 0.0270106  0.0105955  0.9416233 ],"[('BUSST > 11.00', 0.18213410132782978), ('region_id > 348.50', 0.18000031545476164), ('registertype > 8.00', -0.1590888130106305), ('honor_num <= 0.00', 0.1563076428174224), ('certificate_num <= 0.00', 0.14479911444987875), ('tax_dum <= 0.00', 0.14387127985912637), ('taxtype3 <= 0.00', -0.13626326033565303), ('taxtype5 <= 0.00', 0.09079028268892966), ('TRANSAM_delta <= 5.49', -0.08350948191182257), ('taxtype4 <= 0.00', 0.02509212717877928)]"
531110945,4,[0.08064978 0.3723208  0.13149442 0.415535  ],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
1160943141,4,[0.09107138 0.24287779 0.21440894 0.45164189],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
1232555365,3,[0.00769165 0.05066599 0.0066688  0.93497355],"[('BUSST > 11.00', 0.17845818591823603), ('registertype <= 8.00', 0.16733820548442882), ('taxtype6 <= 0.00', 0.1271269650197123), ('certificate_num <= 0.00', 0.11621190338351034), ('taxtype3 <= 0.00', -0.10274034520198287), ('taxtype4 <= 0.00', -0.0931969228445859), ('so1 <= 0.00', 0.07551493995814039), ('LIMPARNUM <= 0.00', -0.0651736778892073), ('taxtype5 <= 0.00', -0.0451140229706569), ('ttype_abnormal_2 <= 0.00', 0.04250172613173862)]"
78642515,3,[0.00693752 0.01521807 0.00948409 0.96836031],"[('honor_num <= 0.00', 0.19170794206088335), ('BUSST > 11.00', 0.17397623649078184), ('taxtype3 <= 0.00', -0.1492465579565572), ('registertype <= 8.00', 0.1436983433829975), ('EXENUM <= 0.00', 0.12526642745292868), ('certificate_num > 0.00', -0.12325269071781396), ('LIMPARNUM <= 0.00', -0.10385017245869715), ('ttype_abnormal_2 <= 0.00', 0.10040451489364105), ('region_id <= 68.00', -0.07349560444801312), ('taxtype4 <= 0.00', -0.05263061601334784)]"
76279900,1,[0.02045904 0.84450132 0.04591671 0.08912293],"[('taxtype0 <= 0.00', -0.15712057859281403), ('0.00 < BUSST <= 9.91', 0.14038275486669893), ('INDUSTRYPHY <= 10.00', 0.12589640885789632), ('registertype > 8.00', 0.11086289547923625), ('EXENUM <= 0.00', -0.08846453616126536), ('region_id > 348.50', -0.07454204378867414), ('honor_num <= 0.00', 0.06435740811027196), ('web_dum > 0.00', 0.06431435169041161), ('taxtype6 <= 0.00', 0.05606417526749547), ('tax_dum <= 0.00', 0.051823471092950955)]"
1019500459,3,[0.00727863 0.03635962 0.00812227 0.94823948],"[('taxtype4 <= 0.00', 0.25366434207008953), ('BUSST > 11.00', 0.20839657326029173), ('taxtype6 <= 0.00', -0.18000624357409997), ('registertype > 8.00', -0.17958848022898505), ('taxtype5 <= 0.00', 0.1573933674205603), ('LIMPARNUM <= 0.00', -0.14371324780566463), ('certificate_num <= 0.00', 0.1079651831898272), ('province_1 <= 0.00', -0.09016637733223098), ('so1 <= 0.00', 0.08533023069766145), ('TRANSAM_delta <= 5.49', -0.08028193116430968)]"
189065102,1,[0.05899798 0.55500366 0.03600606 0.34999229],"[('EXENUM <= 0.00', -0.20020259733254125), ('0.00 < BUSST <= 9.91', 0.14402249604852993), ('INDUSTRYPHY <= 10.00', 0.11684106673460755), ('registertype > 8.00', 0.10131466011687679), ('region_id > 348.50', -0.07356536941942521), ('TRANSAM_delta <= 5.49', -0.05724546687978561), ('web_dum <= 0.00', -0.055458805781950234), ('ttype_shareholder_1.0 <= 0.00', -0.053709925229986036), ('PROGRO <= 3076.90', 0.042925847876700104), ('LIMPARNUM <= 0.00', 0.014188045048428286)]"
1104563783,3,[0.00889958 0.07029146 0.05568292 0.86512603],"[('BUSST > 11.00', 0.19380480546702786), ('region_id > 348.50', 0.18858783605087287), ('registertype > 8.00', -0.17722386532951892), ('honor_num <= 0.00', 0.14087968915175145), ('taxtype2 <= 0.00', 0.1328825326714243), ('certificate_num <= 0.00', 0.13037143295928394), ('LIMPARNUM <= 0.00', 0.10673549745624071), ('taxtype5 <= 0.00', -0.09759750113233404), ('EXENUM <= 0.00', 0.08411205036315351), ('taxtype0 <= 0.00', -0.06521488429237177)]"
773323605,1,[0.06526592 0.57289518 0.13710268 0.22473622],"[('0.00 < BUSST <= 9.91', 0.14190563840526305), ('INDUSTRYPHY <= 10.00', 0.11518333958479858), ('registertype > 8.00', 0.10377706458526878), ('EXENUM <= 0.00', -0.09434660786130178), ('taxtype6 <= 0.00', 0.07426738452533366), ('region_id > 348.50', -0.07079641686647711), ('honor_num <= 0.00', 0.05332998265778805), ('web_dum <= 0.00', -0.052816880319568944), ('taxtype1 <= 0.00', 0.04740545685181102), ('taxtype4 <= 0.00', -0.03575728020786283)]"
1142166762,3,[0.23523075 0.03575393 0.02584231 0.70317302],"[('0.00 < BUSST <= 9.91', -0.32167181050426147), ('taxtype0 <= 0.00', -0.15504266977989387), ('registertype <= 8.00', 0.15348798135854452), ('certificate_num <= 0.00', 0.1285484887575696), ('tax_dum <= 0.00', 0.10911303700120109), ('taxtype6 <= 0.00', 0.07754462209130246), ('so1 <= 0.00', 0.07117587297865519), ('taxtype1 <= 0.00', 0.06704372166369556), ('LIMPARNUM <= 0.00', 0.051170451266320686), ('honor_num <= 0.00', -0.043422842460469284)]"
302040379,3,[0.00710086 0.04850456 0.02036927 0.92402531],"[('taxtype5 <= 0.00', -0.19239336260468023), ('region_id > 348.50', 0.18494749369713304), ('BUSST > 11.00', 0.1743293934701438), ('registertype > 8.00', -0.16273272823879864), ('taxtype1 <= 0.00', -0.14966406931517914), ('honor_num <= 0.00', 0.14399032409438106), ('certificate_num <= 0.00', 0.13190296388639874), ('EXENUM <= 0.00', 0.12352298013315431), ('LIMPARNUM <= 0.00', -0.11802002437023175), ('taxtype3 <= 0.00', -0.11176073131374022)]"
317176006,3,[0.01508534 0.0778914  0.00748817 0.89953508],"[('LIMPARNUM <= 0.00', 0.24585017844819143), ('BUSST > 11.00', 0.17823414174399518), ('illegad_num <= 0.00', 0.17555824302128528), ('registertype <= 8.00', 0.15313563374762781), ('taxtype6 <= 0.00', 0.12303041564510715), ('certificate_num <= 0.00', 0.1226838245872827), ('taxtype0 <= 0.00', -0.11140143137168626), ('taxtype5 <= 0.00', 0.09308712972927351), ('province_1 <= 0.00', -0.07562911997451346), ('taxtype3 <= 0.00', 0.04497511279354702)]"
61871703,3,[0.00852442 0.0578739  0.00761753 0.92598415],"[('taxtype1 <= 0.00', 0.22860369445618028), ('BUSST > 11.00', 0.17528332883734146), ('taxtype3 <= 0.00', -0.17179441845568943), ('registertype <= 8.00', 0.1643831597044615), ('certificate_num <= 0.00', 0.14361376358973751), ('EXENUM <= 0.00', 0.13975356962118193), ('honor_num <= 0.00', -0.09733173211248769), ('taxtype4 <= 0.00', -0.0971943791614965), ('taxtype5 <= 0.00', 0.09452417892012774), ('taxtype2 <= 0.00', -0.09129008688804013)]"
201850712,4,[0.07081219 0.30822926 0.3724583  0.24850025],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
964467324,4,[0.28944704 0.23360845 0.08752575 0.38941876],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
103516653,3,[0.00724891 0.01789206 0.00818914 0.9666699 ],"[('taxtype0 <= 0.00', 0.1947605226810446), ('BUSST > 11.00', 0.18401433391976), ('region_id > 348.50', 0.1833205765585198), ('registertype > 8.00', -0.15818855941500776), ('taxtype3 <= 0.00', 0.1547925287527389), ('certificate_num <= 0.00', 0.12878997201198064), ('PROGRO <= 3076.90', 0.1283193573853994), ('taxtype1 <= 0.00', -0.11813240527462755), ('taxtype2 <= 0.00', -0.10650457526621186), ('taxtype5 <= 0.00', -0.07274227097872922)]"
28662278,3,[0.01708137 0.04525696 0.01134034 0.92632133],"[('region_id > 348.50', 0.18197066797786218), ('BUSST > 11.00', 0.17437438405213224), ('taxtype3 <= 0.00', 0.16103746826847049), ('registertype > 8.00', -0.16061077014844433), ('LIMPARNUM <= 0.00', 0.1454985762929727), ('taxtype2 <= 0.00', 0.12742988132605257), ('taxtype0 <= 0.00', 0.12504471773439604), ('certificate_num <= 0.00', 0.12428284430883423), ('EXENUM <= 0.00', 0.09250146223072657), ('so1 <= 0.00', 0.07851869155359308)]"
542191120,3,[0.02934358 0.01392632 0.00771535 0.94901474],"[('BUSST > 11.00', 0.18615077521337542), ('taxtype4 <= 0.00', 0.1711859452268767), ('registertype <= 8.00', 0.16727549546364515), ('tax_dum <= 0.00', 0.15323251724837325), ('ttype_abnormal_2 <= 0.00', -0.13755498899019072), ('certificate_num <= 0.00', 0.13466965439285322), ('taxtype1 <= 0.00', -0.12975439945934844), ('taxtype0 <= 0.00', 0.1009108653406213), ('taxtype6 <= 0.00', -0.08483460469579944), ('taxtype3 <= 0.00', -0.08481098716731462)]"
1040575021,4,[0.08883085 0.20247417 0.36783744 0.34085753],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
459492445,3,[0.01881112 0.06121304 0.0349546  0.88502125],"[('BUSST > 11.00', 0.1924592210455523), ('registertype > 8.00', -0.15932318334955695), ('certificate_num <= 0.00', 0.13409617385775455), ('taxtype3 <= 0.00', 0.10436298785222592), ('EXENUM <= 0.00', -0.09942598129546973), ('taxtype0 <= 0.00', -0.09229634857751418), ('taxtype6 <= 0.00', -0.08969074422316749), ('TRANSAM_delta <= 5.49', -0.08599620412937871), ('taxtype9 > 0.00', 0.08487072337943248), ('taxtype5 <= 0.00', 0.0615795164369724)]"
585235322,4,[0.05799799 0.42032488 0.0982766  0.42340054],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
1173560636,4,[0.1029164  0.26219049 0.20228258 0.43261053],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
993864679,3,[0.05563043 0.18563008 0.25667994 0.50205955],"[('0.00 < BUSST <= 9.91', -0.3296337549401929), ('region_id > 348.50', 0.1832229764459725), ('registertype <= 8.00', 0.1578234966414474), ('certificate_num <= 0.00', 0.12809986930626785), ('EXENUM <= 0.00', 0.12053589229740541), ('tax_dum <= 0.00', 0.10765325034617615), ('LIMPARNUM <= 0.00', -0.07948510735807318), ('ALTTIME > 9.00', -0.07405812396581987), ('so1 <= 0.00', 0.06921201351769292), ('-1.00 < entertype_tax <= 0.00', -0.050597931542549164)]"
139384044,3,[0.08355756 0.28200994 0.06340711 0.57102539],"[('0.00 < BUSST <= 9.91', -0.32809997747309366), ('region_id > 348.50', 0.18680914342154734), ('EXENUM <= 0.00', 0.16324094508972556), ('registertype > 8.00', -0.1493624945828391), ('certificate_num <= 0.00', 0.12892982734140235), ('taxtype6 <= 0.00', -0.10281665630561065), ('LIMPARNUM <= 0.00', 0.10266964185817631), ('ttype_abnormal_2 <= 0.00', 0.08709330668702144), ('so1 <= 0.00', 0.07169398124178436), ('PROGRO <= 3076.90', 0.05697903144551394)]"
427392002,3,[0.00876013 0.0196936  0.0109214  0.96062488],"[('honor_num <= 0.00', 0.26152579883747923), ('region_id > 348.50', 0.17755451535958972), ('BUSST > 11.00', 0.1700298369499611), ('registertype > 8.00', -0.1689232523387821), ('LIMPARNUM <= 0.00', 0.12621579618589812), ('certificate_num <= 0.00', 0.12423187684341093), ('taxtype5 <= 0.00', 0.10242390834188819), ('so1 <= 0.00', 0.09088098019193351), ('taxtype1 <= 0.00', 0.08734060759166692), ('tax_dum <= 0.00', 0.04016852805410563)]"
57725337,4,[0.03714675 0.48701679 0.04717666 0.4286598 ],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
693174184,1,[0.03409487 0.77920129 0.07246053 0.1142433 ],"[('0.00 < BUSST <= 9.91', 0.1411219586155556), ('INDUSTRYPHY <= 10.00', 0.12766153017572146), ('EXENUM <= 0.00', -0.1177787913173963), ('registertype > 8.00', 0.10688438880940468), ('region_id > 348.50', -0.07427278074595269), ('web_dum <= 0.00', -0.07001444635696095), ('taxtype4 <= 0.00', -0.06534455374907837), ('taxtype5 <= 0.00', 0.058382491338146804), ('taxtype0 <= 0.00', 0.055888715726137426), ('taxtype3 <= 0.00', 0.027775965745591952)]"
614335097,3,[0.00844911 0.02598545 0.00980629 0.95575915],"[('taxtype0 <= 0.00', 0.2033055664072428), ('region_id > 348.50', 0.1830091551752044), ('BUSST > 11.00', 0.1653849320272119), ('registertype > 8.00', -0.16329755275077368), ('honor_num <= 0.00', 0.15355233616203373), ('certificate_num <= 0.00', 0.14304218730498344), ('taxtype3 <= 0.00', -0.11963560221608534), ('EXENUM <= 0.00', 0.11361789813379364), ('LIMPARNUM <= 0.00', 0.1004572110107897), ('ALTTIME > 9.00', -0.07878510501713101)]"
1195258046,1,[0.09285011 0.57764391 0.19055496 0.13895103],"[('0.00 < BUSST <= 9.91', 0.14345548560823948), ('EXENUM <= 0.00', -0.12079820054558803), ('INDUSTRYPHY <= 10.00', 0.11173539807246279), ('registertype > 8.00', 0.1006741113801136), ('region_id > 348.50', -0.07628592285966307), ('tax_dum <= 0.00', 0.06766520023443734), ('web_dum <= 0.00', -0.06678205719432136), ('illegad_num <= 0.00', -0.05186125276348451), ('taxtype6 <= 0.00', 0.03275474811989814), ('LIMPARNUM <= 0.00', -0.010699991467956135)]"
234681025,4,[0.11127309 0.48802463 0.19674987 0.20395241],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
500017300,1,[0.0305184  0.86398595 0.01747668 0.08801898],"[('0.00 < BUSST <= 9.91', 0.15027695932265658), ('INDUSTRYPHY <= 10.00', 0.1260057491349098), ('registertype <= 8.00', -0.08691113774637105), ('taxtype3 <= 0.00', -0.08544757213903177), ('taxtype2 <= 0.00', 0.06876798851141872), ('web_dum <= 0.00', -0.05741463704368877), ('taxtype0 <= 0.00', 0.05560823240099008), ('ALTTIME > 9.00', 0.047200993257191105), ('province_1 <= 0.00', 0.043803866063675895), ('TRANSAM_delta <= 5.49', 0.03544452242786277)]"
1047628915,1,[0.01271367 0.77005484 0.07736811 0.13986338],"[('0.00 < BUSST <= 9.91', 0.146348533340693), ('INDUSTRYPHY <= 10.00', 0.12277137417295979), ('registertype > 8.00', 0.11524525667404209), ('taxtype5 <= 0.00', 0.07397849428541753), ('region_id > 348.50', -0.07104329600266157), ('taxtype3 <= 0.00', 0.06940401669381474), ('taxtype1 <= 0.00', 0.06527218119461593), ('taxtype6 <= 0.00', -0.060932276871172655), ('honor_num <= 0.00', 0.05312695007501206), ('EXENUM <= 0.00', -0.0440060246680565)]"
369163140,4,[0.40570009 0.06951789 0.03593168 0.48885034],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
1077476512,1,[0.04304731 0.50776696 0.07222711 0.37695861],"[('0.00 < BUSST <= 9.91', 0.15067907330928515), ('INDUSTRYPHY <= 10.00', 0.1196681113999375), ('registertype <= 8.00', -0.10215334702465043), ('region_id > 348.50', -0.07401439350942769), ('taxtype1 <= 0.00', 0.06127772064289688), ('CONAM_delta <= 0.00', -0.05415026574946941), ('web_dum <= 0.00', -0.048647483336547774), ('ALTTIME > 9.00', 0.04683859583663395), ('taxtype2 <= 0.00', 0.04465416816791738), ('LIMPARNUM <= 0.00', 0.041877031051427184)]"
512128673,4,[0.0525658  0.49500034 0.25009789 0.20233597],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
948005434,3,[0.00697078 0.01296795 0.00769751 0.97236376],"[('region_id > 348.50', 0.18313717953065478), ('taxtype6 <= 0.00', -0.172886039648728), ('registertype > 8.00', -0.1626015628895136), ('BUSST > 11.00', 0.15198245631812277), ('taxtype1 <= 0.00', -0.1439657048857912), ('certificate_num <= 0.00', 0.14182797349113052), ('taxtype4 <= 0.00', -0.11075788747846498), ('LIMPARNUM <= 0.00', -0.08950804070096186), ('taxtype5 <= 0.00', 0.07961993032769603), ('taxtype3 <= 0.00', 0.041465532464627516)]"
719763169,3,[0.00761484 0.01945952 0.00834984 0.96457581],"[('region_id > 348.50', 0.1785972476916796), ('BUSST > 11.00', 0.14806574444273854), ('registertype > 8.00', -0.14165845780286096), ('certificate_num <= 0.00', 0.11598140973483807), ('taxtype5 <= 0.00', 0.11449392987796787), ('taxtype2 <= 0.00', -0.11117181776437074), ('LIMPARNUM <= 0.00', -0.1105236441346189), ('taxtype4 <= 0.00', 0.0863174974066689), ('taxtype6 <= 0.00', -0.07351027980413355), ('EXENUM <= 0.00', 0.06425555366468635)]"
37617308,3,[0.00851836 0.03896005 0.03250023 0.92002136],"[('LIMPARNUM <= 0.00', -0.24318649003826606), ('BUSST > 11.00', 0.19194504740995263), ('region_id > 348.50', 0.18043568677836225), ('registertype > 8.00', -0.15268777179515414), ('certificate_num <= 0.00', 0.13750352227662893), ('ttype_abnormal_2 <= 0.00', 0.12022760952669985), ('taxtype6 <= 0.00', -0.1033220618497736), ('tax_dum <= 0.00', -0.07803560179595344), ('honor_num <= 0.00', -0.056934802000674245), ('taxtype3 <= 0.00', -0.05350124342478317)]"
130282504,1,[0.01244853 0.80718954 0.12212849 0.05823344],"[('0.00 < BUSST <= 9.91', 0.15033542992497523), ('registertype > 8.00', 0.10380691938461155), ('region_id > 348.50', -0.0743834991397051), ('taxtype0 <= 0.00', 0.07167656833013152), ('web_dum > 0.00', 0.06937387251130887), ('EXENUM <= 0.00', -0.06088924437450996), ('taxtype1 <= 0.00', 0.05680715645566526), ('ALTTIME > 9.00', 0.052156874254159546), ('honor_num <= 0.00', 0.04156734316810936), ('taxtype6 <= 0.00', 0.039836883082095674)]"
489262081,4,[0.1082799  0.28500771 0.2317534  0.37495899],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
596208138,4,[0.15120399 0.39301333 0.17853208 0.2772506 ],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
