entid,cluster
969154333,-1
995477264,72
1214405108,-1
254067862,424
166434104,-1
450261196,195
446935381,197
1040882435,623
130249907,-1
765807177,14
612459135,-1
155013668,-1
21651995,319
443835966,199
415643131,207
934793142,-1
932268179,-1
636427399,514
479778609,188
1040255018,83
566456590,-1
1073761799,91
529885087,490
423005894,-1
404242918,-1
639610226,-1
415663744,207
192976559,-1
407207628,209
1071725973,631
1227058923,130
762404914,12
886477171,43
723602573,-1
629970841,-1
1145075629,111
1154098876,-1
934887788,-1
439952614,-1
1010071850,-1
195314752,404
799460718,-1
731114139,-1
787147017,20
109340221,372
119989522,-1
693719679,529
509162795,-1
592871812,-1
963091337,64
718424282,535
210876982,262
764982198,14
1117061229,-1
1200638373,-1
305843161,-1
462368371,191
597262958,161
762027375,12
936800245,594
641253208,-1
471465993,-1
1217125576,672
187364170,-1
1009801401,-1
625923263,153
1040213523,83
950966820,-1
174838085,-1
10698350,322
941489019,59
586257961,-1
456104927,474
1088273481,-1
439651975,200
488998847,481
266144855,426
775427771,552
717142185,-1
242867426,-1
505560192,484
1220362373,129
243132196,-1
1123259097,106
793680555,-1
182133430,273
105619507,327
876038160,40
555595046,-1
774253861,16
855400778,576
602941199,-1
250233397,-1
822989068,-1
748917535,-1
330570022,232
510842441,180
223875298,-1
495464047,-1
741197378,-1
725481231,-1
1037949491,-1
400948291,-1
69976873,305
928698840,-1
719341549,535
1043678989,84
785140084,-1
156971183,-1
317701170,346
495170019,-1
254433707,-1
1182074969,-1
1083867584,94
81138766,-1
185923323,272
750846989,545
373616930,-1
600344039,-1
561483320,-1
1049675770,85
27513216,-1
227144260,-1
464082445,-1
629340053,-1
323943950,444
1169991357,660
319605273,-1
1068122149,-1
780668640,-1
5601451,-1
316128682,236
842321361,571
815125618,-1
831925143,31
1040125484,-1
1084103745,-1
360568935,224
641421361,-1
25418914,369
333048811,-1
551210804,493
672791433,143
8049672,323
418007401,339
595697379,161
1037151341,-1
95322223,-1
87223709,300
997539394,-1
1180146243,-1
718435652,535
714149419,4
260288104,250
676311389,-1
305139456,340
188839445,271
463935137,-1
970738170,-1
1218312392,128
760118790,548
858374423,-1
1124643145,-1
78563067,351
436672277,469
832267284,31
1198177526,667
205290792,265
786338293,-1
1024290582,-1
294469678,242
15129961,-1
67838065,306
660820369,-1
347488995,227
438852859,-1
724989064,-1
528193422,-1
436759131,-1
550438613,493
1143998557,-1
750661415,-1
627336721,513
365293839,223
535682084,173
1073664849,-1
645881895,148
1015992994,-1
1023486122,-1
671128883,143
1232435460,-1
464909317,476
270789998,-1
1204522491,-1
25450567,-1
2791626,381
729220676,538
625243944,153
644218230,517
180285286,-1
248617925,-1
281493524,430
1034982777,-1
726341195,-1
256332243,-1
292284643,435
701541857,-1
191246664,403
680373095,-1
759644210,11
157677950,-1
925518219,-1
309115288,439
506062306,-1
73188056,-1
845516289,-1
247219966,-1
1073896617,91
646860149,-1
1089644305,-1
211255498,-1
275202652,-1
487421254,-1
452889215,-1
25735904,369
482682522,479
730831561,-1
63739400,-1
885174822,-1
1061104950,-1
1225167037,-1
351066446,450
1116827935,-1
1118676576,646
326974698,233
244394472,421
539179660,492
1020166630,-1
870947625,580
862503712,577
1154317216,-1
713499375,-1
885221811,-1
44049764,-1
604434911,-1
330255947,-1
411188025,-1
1007702875,75
1175543025,-1
848068003,573
372101736,220
656706446,-1
785979544,-1
908579930,50
92286244,333
1216362837,127
92710601,299
318295520,-1
203968859,-1
585856640,-1
862461974,38
1087203559,636
484043081,-1
721786995,-1
889589274,-1
915674704,-1
1212902236,-1
159705954,-1
1091278471,637
383422886,458
344862816,-1
110552534,-1
875774614,40
660429611,521
711229695,5
256175180,-1
918741735,590
680433548,140
606816694,-1
857488370,576
806617389,559
1181087789,120
754732147,547
822978018,565
734603925,-1
387065357,215
1206170749,-1
516040294,-1
635792996,-1
154979170,-1
771704771,-1
997610751,72
901185712,48
639517650,-1
721282914,-1
589800386,-1
1077058352,-1
1162053525,658
1049183833,626
680316521,526
198967717,268
349775212,-1
355267685,-1
700000217,-1
901842948,587
756910143,-1
330230288,232
746389115,-1
1029019559,-1
1098623161,-1
77525532,-1
271432377,340
1227681848,131
195986951,-1
975567474,603
887340189,-1
323054952,-1
310601570,-1
782733767,-1
1048596086,85
556975203,495
1206918550,125
330104774,232
475255424,-1
431860716,-1
950635903,61
926975391,592
593136668,503
372997516,220
975888061,68
43814551,-1
468226810,190
1052652217,-1
872203575,-1
362329136,-1
613611333,155
451923911,473
1010297602,-1
700920696,531
1214752744,127
1200765321,-1
880847377,584
626617037,153
335452445,-1
217106198,261
889770681,-1
1216725539,672
336955243,-1
732668281,-1
730861408,-1
15681159,684
1025324546,619
447515653,196
630770040,152
569439915,-1
436157405,201
115050639,291
252385865,-1
183833080,-1
980018574,-1
603033387,336
882027520,-1
948826978,-1
993607768,-1
1017953670,616
250663504,253
287075555,244
731675260,1
18032423,375
305111313,438
73161998,-1
667970287,144
104104541,370
596870767,-1
984396951,-1
532395424,-1
593534362,503
702865981,-1
705557227,-1
538510979,-1
375066805,219
978425250,604
1184821705,665
689503528,528
873383429,581
837969179,-1
406826253,209
1078759117,-1
197392914,268
292800787,-1
546958825,-1
750128434,-1
1086797718,636
493620679,482
619049528,-1
422217940,-1
952898326,-1
1008843310,-1
202851495,-1
1215158860,671
936176734,-1
574226120,-1
1097385336,-1
924994030,-1
13901574,-1
1012856089,614
1195913954,-1
586892252,-1
959069793,-1
605138957,158
442700338,199
1100313882,641
1207455097,-1
1091276982,345
543897045,-1
643300510,-1
729123262,538
418286788,-1
1097825495,-1
127718438,-1
64662931,356
967584770,602
106342365,-1
1086417627,96
1087058018,636
297840921,437
1113396720,103
1178474751,664
1140079356,-1
255354704,424
1006135591,74
616524216,-1
136811729,-1
812423540,562
1044165233,-1
608244362,-1
586578018,-1
358776534,-1
123542618,-1
421108137,-1
772821149,16
1122647326,648
1057607242,-1
799568105,23
324797602,-1
333658867,-1
705370816,134
387839208,-1
242119654,-1
713047714,-1
692426396,-1
517772936,487
36117871,314
741823940,542
528380428,175
52268507,-1
741869406,-1
121792369,-1
1165024499,659
545865406,172
1188354267,-1
79023424,-1
653553990,-1
1079094567,-1
1053212423,-1
203480569,-1
1107679877,-1
599939627,160
272778500,248
1210334306,-1
785427307,-1
651474128,-1
916703708,-1
640725174,-1
911167872,-1
935390578,-1
171833810,-1
201054148,-1
194706945,404
69594469,-1
932526009,56
864066047,578
459188851,-1
1055454038,-1
91924858,-1
279154610,429
715876606,-1
890492999,-1
328912487,232
570487753,-1
611971343,156
46804728,361
437150014,201
451175570,195
689082255,-1
820969114,-1
9140810,-1
185928611,-1
15228102,-1
490362342,-1
473494994,-1
846267676,-1
940768676,-1
512107707,180
863821035,578
927440982,592
754418296,-1
706925528,-1
456213611,474
339874274,-1
613984005,508
935273173,594
775549241,-1
1211758009,-1
243587902,421
266182621,426
350850093,-1
315181301,236
810585401,-1
399069795,461
78855887,351
790109616,-1
1140424250,-1
499175307,483
560267603,170
879057540,41
937133691,58
655342110,520
1081055617,635
283938986,-1
879864640,41
1188096439,-1
1013231654,614
245047760,421
94772802,-1
93543846,-1
24202223,-1
221832261,-1
410517721,-1
25505268,369
791641607,20
1182854748,-1
761962735,12
1101235900,101
972839167,678
455186749,-1
704849176,-1
56597353,309
614919070,-1
1082645250,-1
161927179,392
1065563579,89
1169937673,660
100233421,296
1056767356,-1
816188811,29
889838085,-1
1176225542,663
1206336140,-1
1095095238,639
89015249,-1
945379591,597
115143703,338
167231239,-1
777068255,-1
394326690,213
225394176,416
162279483,-1
143928130,-1
1190155319,-1
52198614,-1
610874911,507
848061588,-1
552644395,494
633855839,-1
143871515,388
1006679752,613
651031989,-1
241664711,-1
981015861,-1
741254824,-1
282612524,431
321481515,443
359264640,-1
873516810,-1
4382199,380
1174014315,-1
979650983,-1
740418171,6
230047592,-1
415694944,-1
839339333,33
845326161,34
936946450,58
1008158207,75
491033712,-1
311473716,-1
653850169,520
286849618,244
1041082745,83
1131518615,108
37348978,-1
194970450,269
662042450,-1
923650480,-1
730711542,-1
919821609,590
341876363,448
977648552,-1
317107054,-1
690226027,528
993948671,-1
79352604,351
45371468,362
351848663,450
1154188320,-1
1092261439,-1
934595872,-1
12914253,-1
942817630,-1
1129779480,-1
363700275,-1
661431644,-1
985299183,606
898840969,-1
763662699,549
873035916,-1
301800378,-1
1106403094,-1
866162419,38
254014213,-1
328296936,-1
1210056107,670
1202307950,-1
705518093,533
564221224,-1
612672018,155
1051312210,86
1159573460,657
1040633449,623
652230639,-1
1195679173,-1
879905170,-1
687654439,-1
942585560,-1
1035196264,-1
663414180,-1
408215553,463
227662954,-1
786859733,554
197841580,-1
1234380763,677
258987960,250
189232801,271
176291778,-1
76259694,303
750321016,545
258074349,425
69491770,305
231242051,-1
458393909,-1
234252115,256
427194656,-1
75122184,352
336872224,-1
27878434,-1
345561423,-1
374626775,219
585705508,-1
1221487709,-1
1030216266,621
1173566285,-1
42899801,363
127130599,-1
963280497,64
931438266,-1
381742120,-1
574615171,166
181143033,399
4931578,380
269932268,-1
202856081,408
677703690,-1
291507927,435
239232586,255
932910618,-1
999939302,-1
1113403058,-1
891114589,-1
46168801,-1
506443763,484
308145995,-1
39991444,312
739078714,6
1075642957,-1
687207095,-1
1132808434,-1
545817893,172
577613201,498
503429459,-1
56855988,-1
941583063,59
534061844,174
210514151,-1
763333607,-1
846033238,-1
56990800,309
1172508178,683
712208296,-1
159087101,391
372332159,220
620142491,-1
410881864,-1
725583830,537
170689014,-1
651350596,-1
1043940866,624
284017529,-1
1192440861,-1
297715872,-1
416247996,465
1070182067,90
349315770,-1
128143868,288
438009282,-1
1059736820,629
589860097,-1
104272542,370
727215858,-1
600040266,-1
1195870540,123
1156913936,-1
470548263,-1
474166000,189
557080949,-1
1133189997,-1
634731339,-1
1098475887,-1
559337070,-1
869591775,-1
817869877,-1
429706056,-1
1225220526,-1
696234642,-1
1028236446,-1
1206418628,125
337986118,-1
1219095473,-1
361855012,452
1081547914,-1
915207731,-1
1103607126,643
249897161,253
807621140,560
1184704539,-1
1232848819,-1
970163383,-1
714436498,4
657983079,146
867895715,-1
222422858,-1
1127650009,107
1020636803,-1
466742743,-1
370496820,-1
602066886,-1
683650234,527
265904608,249
274784924,-1
25038671,-1
8556215,323
319678108,-1
826068928,566
233418436,418
532634723,174
906331616,49
861143784,577
199574297,-1
707378248,-1
160710048,279
32314617,-1
840506563,33
718367147,-1
977356036,-1
948643344,-1
83924748,350
266454311,-1
647965730,148
1176138136,-1
435353191,-1
240056251,420
113777217,373
1090317619,97
1145915307,653
413016830,208
657374049,-1
722623069,-1
515288488,-1
236809127,-1
459282675,-1
378823524,457
202008159,-1
773282870,16
94204697,298
794150581,556
902362083,587
968776334,602
592001734,-1
6563479,-1
64138306,-1
1063168698,-1
769307832,551
126156145,382
486445677,-1
177528084,-1
157545813,-1
800507939,23
792543897,556
278577479,-1
359860980,-1
954571324,-1
1189530506,-1
254326823,-1
1024761769,-1
739711013,541
31643522,-1
773287623,-1
279368671,246
696839080,-1
636541422,-1
1097995250,640
74749060,303
629902037,-1
1101716687,642
775666168,552
1212813546,-1
403463609,462
845829445,572
655613232,-1
87475746,-1
571576131,167
375877557,219
1227698136,131
1088390184,-1
1130169618,-1
214259216,-1
393688871,-1
852443142,684
406807070,209
1007648701,75
450325421,195
253957370,-1
159088041,-1
1091604961,97
159254025,-1
616112642,509
807853643,-1
250473411,-1
380339658,-1
1199886035,-1
590790420,502
791017712,555
536148929,173
725846527,-1
21741580,-1
1057471003,-1
297716587,-1
1004305214,-1
1156804547,-1
283120087,681
1144820702,345
740518877,-1
183539960,273
594252004,162
793933416,556
1218112254,128
312112730,440
108008914,-1
817183311,29
281128977,-1
38620957,364
927368862,592
517014330,178
824845166,566
61140327,308
94436325,298
232853030,-1
1103828898,-1
923931235,54
461263442,-1
440975302,-1
805091640,-1
124575170,-1
608805946,157
399842306,-1
105854406,-1
757122827,11
1167710429,-1
186690413,-1
787523300,-1
553211516,-1
390157377,214
63105180,-1
46306095,361
787711245,-1
518217020,178
299441623,-1
553061350,494
773782695,16
223377099,-1
217389606,412
334693876,-1
1090999422,637
265638170,249
231961507,257
1178450694,664
951699679,-1
772413418,-1
643336324,-1
539688873,173
193863349,-1
37509098,-1
86389424,-1
1115273959,-1
1160473292,-1
1225411190,-1
578736704,-1
238514397,-1
750171129,-1
1225178764,674
551560699,-1
593990972,503
1157061765,-1
1107739269,102
893794384,-1
496454976,184
281226180,-1
114135419,292
1074860427,-1
1027633375,-1
427198813,-1
402814506,210
208507830,409
850117072,-1
170627249,-1
928013616,-1
142034093,284
376108055,219
835942494,569
291595620,435
290291837,-1
1228521501,-1
895857171,586
1162966975,658
227352138,-1
946798357,-1
355494854,-1
443137246,471
65336416,-1
899291383,-1
663951883,145
679583062,-1
1190580640,666
544838698,326
141924311,-1
887382572,-1
1047193615,-1
207988913,-1
382836513,217
630900887,152
586896526,-1
383295322,458
991242180,609
974452985,603
376911448,456
901222967,587
394521948,-1
202383006,266
856331759,-1
564117137,496
873425370,581
284522160,432
281068004,-1
874296512,582
299877166,-1
281186450,430
1179296291,664
914178318,-1
442821170,471
447994430,-1
439283892,470
507173378,-1
766147192,-1
955246836,-1
798835515,-1
809273387,-1
863313256,-1
830679410,568
543976208,-1
940460706,59
576951652,-1
1106399144,-1
801275062,558
178383552,-1
645588108,330
792231041,-1
545572140,-1
539166448,492
1073734169,91
756655128,11
899143640,-1
721953065,536
224092091,-1
397783388,-1
282519200,431
365641348,223
253266642,424
871120598,-1
475728275,-1
968078642,65
993788257,71
970619138,-1
620270247,511
1167656824,-1
859136231,-1
447394738,472
702693798,-1
1005189649,612
367626592,455
1070982086,-1
1027568465,620
158845265,-1
180058780,-1
590538877,-1
482487465,-1
376798498,456
1056528135,-1
1025551167,-1
594389634,-1
481802824,-1
402852038,339
993791056,610
208114644,264
223500246,-1
1093103830,-1
584464873,-1
1047121478,-1
332305361,-1
876291702,-1
403132451,462
403219411,462
104274545,-1
328886108,-1
635603736,-1
1113769370,645
1186748446,-1
1201750617,668
982499684,331
922622222,591
1114814959,103
149811253,-1
39553464,312
363501805,-1
598293420,504
807690497,-1
991615083,609
372650243,-1
894252917,-1
973264466,67
666981571,-1
401885513,-1
830251398,-1
374720504,-1
986909094,337
993135449,71
22571132,319
1021244219,-1
76820084,-1
1044819097,84
652411741,519
1185306719,665
676929523,-1
147068138,389
291218880,435
611361025,156
1198545207,667
170709151,-1
12194856,378
969920256,-1
1033898812,-1
182537348,400
894672130,-1
369432775,-1
1152033604,-1
620850353,154
548739766,-1
759937211,-1
649828873,-1
220616336,-1
38593428,-1
1163669700,-1
740004814,-1
836170916,569
892196320,45
538786780,492
128535666,288
1153343112,-1
297060062,436
996346552,-1
109835389,-1
1092223695,-1
245533226,254
516297044,487
1045122344,-1
485790606,480
685554294,-1
376776913,456
652058900,519
890942538,45
470676106,477
31354588,317
968440833,602
475349240,-1
644018732,517
46338318,-1
964129406,-1
528671164,-1
599079553,160
680295204,-1
690643631,528
310206872,237
408807999,463
1163513573,658
671422087,-1
413913404,-1
335706757,-1
1076444796,632
696643391,-1
503253965,-1
970397219,-1
733433080,-1
40080574,-1
1177918869,119
1071396571,631
333660563,-1
110827208,-1
425628133,205
910574502,588
179688522,-1
863037307,-1
294363982,-1
268669038,-1
286254906,-1
612112841,-1
851239668,575
337835297,447
588613815,-1
63563948,-1
577874949,-1
142438941,-1
1183280744,121
556838756,-1
530945372,174
537885458,492
908340949,-1
894671305,46
817515012,-1
164756503,278
1016936920,-1
355635688,451
1030859984,-1
1131533469,108
26146631,369
401234206,-1
220893946,-1
991668121,70
886996058,585
706266564,-1
1106278934,-1
558804426,-1
678550915,141
883524571,42
218521663,-1
966961259,-1
983088032,605
128440111,288
293727551,242
845847405,572
1221998999,673
518601962,487
154066294,-1
738491543,6
329833162,334
1101709480,642
663824125,-1
107055910,294
27121327,-1
759817819,-1
676086709,142
1199980440,-1
618578351,510
1159602262,657
253461582,-1
1170893794,-1
335656231,231
334918643,231
1143129014,-1
475927592,-1
159274642,-1
180241909,346
752569749,-1
1142731475,111
808471480,-1
296846936,241
892354051,-1
1143844457,652
996263255,-1
1103393750,643
1055601621,-1
549310412,-1
759619121,11
167588682,394
409411954,463
725886124,-1
984565633,606
343100282,448
308715183,439
1013702338,614
1226600711,675
219077988,413
256146076,424
237377692,-1
744273593,543
36247258,365
115557824,-1
958908459,-1
118381921,374
848605502,573
340358533,-1
264693056,-1
585775088,163
346367002,228
565883534,-1
745977841,8
524162845,176
452375518,194
50642953,310
692870659,-1
376600445,219
113976139,292
817910551,564
448468153,196
1061266812,343
804428142,25
383042099,458
333446884,-1
904508992,-1
1120218339,-1
76194226,-1
79991294,351
1020191564,-1
955785937,62
318875358,-1
143852205,388
390309681,460
989322300,608
1094467953,639
1031716664,-1
529842409,490
660558971,-1
375798270,219
257522599,-1
627380700,513
324589413,444
995414979,-1
646156493,518
415532168,465
1224121144,674
636213230,-1
592893726,-1
775039759,-1
403417525,462
239554128,-1
212997759,262
1229995820,-1
283543503,-1
32588002,-1
866646357,38
1145184588,-1
881266691,584
150569460,-1
285918023,433
1085187269,-1
1160974428,-1
238098071,-1
444695913,-1
1230359957,-1
579608230,-1
2767783,-1
850806993,-1
912689225,-1
302585585,240
11879056,322
205270215,-1
1124625536,-1
506028834,484
538462809,-1
248776390,-1
113002651,292
92829778,-1
866530984,-1
342806490,-1
461282927,-1
167401125,-1
223774194,-1
1193539802,-1
806476563,559
622207797,-1
819824852,-1
328684818,-1
443771706,-1
877477798,40
515174628,-1
299628558,437
169011726,-1
43508087,-1
1039373289,-1
1153478177,-1
552944837,-1
604497587,-1
856953687,37
1096653165,99
118041891,290
256876942,251
525250250,176
1167455129,-1
702473386,135
186507346,272
413686128,208
68027213,356
218419392,413
1058727113,-1
599744816,-1
638955130,330
546131008,-1
361538221,452
859315473,-1
471810635,478
427358656,204
801579375,-1
470500045,477
85223439,-1
197223022,405
1079248717,-1
324972341,-1
240918338,420
172206649,-1
1055944107,-1
504167718,181
172828400,277
1155882108,113
244109971,-1
372258742,220
1010142846,-1
945532568,60
640980041,149
25356151,318
328413429,233
831383454,-1
753703026,546
451396323,473
513446679,179
161585666,-1
621892501,154
496110275,-1
1108928915,-1
125729932,-1
412544696,464
86791918,-1
784543149,332
1160778585,114
1062359253,-1
597729944,504
575423642,-1
260523228,681
575004686,166
243625539,254
894412874,-1
1217625539,341
320971303,235
1151489841,112
438268019,-1
389695306,679
427185843,204
1095500084,639
1093704728,-1
631714319,-1
646308458,148
714492796,-1
908505457,-1
53996291,-1
40238525,-1
78069491,351
1174402087,662
1223312345,-1
163836302,392
775164435,-1
169749867,395
683063561,-1
877760688,-1
822152209,-1
348745370,-1
226030893,416
636700424,-1
553268420,-1
808058276,560
1151956239,654
69539872,356
819337154,-1
736979586,540
593591703,-1
482174257,479
36458033,365
54281582,359
346893257,449
448612205,-1
786961077,-1
144258549,388
756170963,-1
3342932,-1
200706883,407
284530335,-1
243980573,421
544416619,-1
700408967,136
540803851,-1
806121777,25
634390566,-1
834101033,32
345337235,-1
975374258,68
1146862499,653
991427127,609
327235439,-1
920087607,-1
875130972,40
592755734,-1
1203460490,-1
684366053,139
9991202,-1
832132239,31
1111063111,-1
725011215,-1
295828313,-1
1079541530,634
683391285,139
941660413,59
1234077657,132
685698860,-1
1191979225,-1
594120619,503
192449489,-1
950880133,61
438839011,470
553787562,494
39870171,312
107845299,294
422415230,-1
689412617,138
389761226,214
179592306,-1
425798804,-1
26258579,369
1051173052,-1
346266969,228
650908881,-1
84864824,-1
679425155,140
470437676,-1
239223099,255
400322131,-1
1159320958,-1
635892988,150
606624209,157
439942796,200
904468447,-1
26802059,-1
1114098263,103
364342086,223
501822374,182
701697404,531
537914496,173
1077151581,-1
153076721,346
859416857,-1
186373030,272
308741165,238
330376749,-1
622156193,154
149200886,-1
310351600,-1
215225951,-1
399150964,212
940335302,-1
1176562362,-1
726976530,-1
260679067,-1
205192781,-1
571976219,167
1077444690,-1
1202680244,-1
108551665,372
266783579,-1
320495874,-1
581505888,-1
107984557,294
510117950,485
97599295,297
913345620,589
1151638109,112
387075224,-1
126395312,-1
786025532,-1
496699848,-1
233666490,-1
225851058,-1
108173324,-1
1086072313,-1
1201376187,-1
609404760,157
1032194813,-1
153977630,281
60501171,-1
291047299,-1
29219424,367
135142382,286
1223070625,673
752843516,-1
597879206,504
1029827269,621
10349484,378
370154421,221
916669595,51
633394743,151
556763688,-1
793519841,556
642305482,149
610422417,-1
1026110274,81
195398972,404
537998590,-1
223189592,-1
422330667,-1
648328511,518
6911655,-1
483980974,-1
1030300941,621
920547390,590
803399659,24
93530447,-1
1027388863,-1
988311456,-1
1037299255,-1
922279626,591
834372528,-1
95211015,-1
135602231,-1
968261554,602
343424029,-1
722787125,0
680715980,526
913113922,589
136017668,286
483845643,-1
143723109,-1
394225462,213
804563046,-1
910669699,588
607973103,-1
953844415,62
242891856,421
200577133,-1
424442090,-1
743616711,-1
715392855,-1
446994608,472
1127099895,649
768775381,551
715544290,-1
1210122181,126
770821655,-1
951390025,-1
332977854,-1
7578148,323
618822693,510
483678988,479
281988876,245
287721166,-1
1085726638,-1
86073952,349
771705622,15
858642290,-1
731963482,-1
1050927469,626
1021386554,79
1126948899,107
576976954,-1
60031476,308
906699897,49
874104501,582
603439209,158
978347059,604
768023506,-1
100195671,-1
787809666,20
331529733,-1
29428599,-1
1096677159,99
513284082,486
700521363,136
74156343,303
498426938,183
562394910,-1
1217740103,-1
598159668,-1
469565388,477
593136513,162
1187991990,-1
364804685,453
978095987,-1
11861184,322
1129044000,-1
511217185,180
108043142,-1
686925059,-1
81851119,-1
505961044,-1
66848377,-1
595109641,-1
785676524,-1
504218024,-1
1183090320,-1
207241268,409
1072742747,-1
893417686,-1
845071982,-1
464483653,-1
48424777,-1
936290612,594
216706380,261
669744226,525
1031197118,621
982383623,-1
667121430,144
855767675,576
517302402,178
487134199,-1
411705055,-1
330933410,232
542928036,-1
837731936,570
97341465,354
829839618,31
1014184750,615
447317908,-1
69843540,-1
940111048,-1
577714254,498
942916950,-1
501248598,483
765109968,-1
209465016,-1
550539028,-1
968277892,-1
471217322,-1
704862560,-1
855403793,-1
540897496,-1
397269406,-1
505069886,-1
665317715,523
515805204,179
416763052,-1
961806412,64
647198471,518
560175019,-1
967916401,65
922104820,-1
244581719,421
703531,684
1068496561,630
1125645860,-1
791156926,555
476781118,-1
454230400,193
783946264,19
286283900,244
493861389,-1
1127640684,649
154424793,281
1202986776,-1
557586732,-1
546859752,-1
616414138,-1
1058271655,-1
607016132,506
768650402,-1
106530169,-1
1215546107,-1
377208493,-1
696459127,529
19072854,375
49250645,-1
780604076,553
1084778243,95
1227712699,-1
953286963,-1
492864253,-1
684642668,527
856366552,-1
377161734,456
61464181,308
952788999,599
997915295,72
1010596656,-1
874133343,582
983852222,606
731876000,-1
379104416,-1
272783315,248
211252536,-1
531573095,-1
1188903532,-1
699717848,136
420707146,-1
679400778,-1
299591639,437
409927720,463
647922114,-1
251459387,-1
395645734,-1
144251786,388
946368539,-1
491636143,186
593499518,-1
545879326,-1
888140482,-1
509024262,-1
284244015,244
1028531518,-1
161257613,-1
503952996,181
816121372,29
613055400,-1
873360537,-1
1030774445,621
1200718523,-1
339548901,-1
888061980,-1
994442771,-1
739701909,541
362897082,-1
147726440,282
1035236853,-1
548248914,-1
114467175,292
936512747,58
357574709,451
147581796,282
892110389,45
1156654650,113
837986381,-1
1169931647,660
1083769264,94
1221322554,129
553207029,494
1115890420,-1
759676031,-1
222812368,415
868194786,579
219381665,260
768281675,-1
165392986,278
781896569,-1
793145101,556
867564755,-1
94960063,-1
547150076,-1
186853378,-1
681360485,139
486606086,-1
1076040927,-1
319144241,442
79120250,302
984311687,-1
615699596,509
1007659530,-1
1128436543,-1
960275598,-1
982302144,-1
951617316,-1
140697932,387
1074061048,-1
586580374,-1
844261030,-1
903391760,587
462110516,-1
208990514,-1
648051922,518
1088251189,-1
119301904,-1
436501147,329
431597418,-1
1071611328,-1
336539347,231
1044615549,-1
1090847978,97
975164664,68
894806594,-1
373393891,-1
139653253,387
60411271,-1
1190868214,-1
6231593,-1
1202175108,-1
684352434,527
424686734,-1
1162871306,-1
1068956927,630
48584530,360
987781075,-1
1197708352,-1
700804924,136
596006522,-1
615507156,509
571519506,167
326686533,334
793740464,556
347752076,-1
1094959028,-1
1129160300,-1
33883070,-1
859777466,-1
95120531,-1
27194775,-1
155375261,390
834916521,32
235846361,-1
763032752,-1
744603649,-1
500120338,-1
607271397,506
663914117,145
388923000,459
8055115,-1
1054947152,-1
1052803993,-1
756146602,10
518415900,487
361556788,224
1091813570,97
875700536,40
484914922,-1
1194859776,-1
965156203,601
839828255,-1
905287894,-1
479067726,-1
1027035858,-1
747460346,-1
292780744,-1
974078661,603
302558808,240
119687891,-1
1136745409,-1
276017575,247
1197856661,-1
999188308,-1
1124030048,106
1153011951,-1
864413646,578
555629327,-1
566222383,-1
1135161904,-1
124887368,328
407661648,-1
598198250,504
1036685985,-1
78707617,-1
544187338,-1
1031941181,82
977487960,-1
707679708,133
263802195,-1
192758998,270
335251593,-1
360839424,224
348794911,-1
410186799,-1
510644571,485
697823268,530
866637224,-1
680164044,526
801775756,558
648828712,-1
729832439,-1
223343918,-1
1189191864,-1
651935083,-1
1056526022,628
998799875,72
561207729,-1
479760206,188
908737454,50
144094419,679
5699433,380
351823387,450
889733201,-1
1065650701,345
878767976,-1
1033638999,-1
187043215,401
17013277,376
774523048,-1
380216442,218
355951025,-1
297320039,-1
559610678,-1
703779067,532
136862138,386
875247945,-1
244573953,-1
341737027,230
208091689,-1
941312369,59
992237603,70
975487074,-1
999356637,611
1206604710,125
944638880,-1
772661989,-1
979884608,-1
1131372389,108
287174811,433
992602499,610
830315263,31
856322736,-1
998467460,-1
89560744,-1
194335835,269
631418868,-1
407662345,-1
1012571744,614
716195332,-1
1188576611,122
924131529,-1
471363452,-1
215007081,-1
412296844,339
445155327,198
971366613,-1
159430594,-1
352017511,226
963790578,64
540693076,492
198043191,406
227781011,-1
133560153,-1
533673714,-1
147884678,282
1059377169,-1
991714005,70
489889425,481
566376309,-1
738395628,6
95926854,-1
64425707,-1
47132699,311
185573460,272
86008009,-1
250237593,253
1099449024,100
782922115,19
1032602496,-1
442031775,-1
1054129950,87
127954430,383
607213067,157
86329006,-1
606089945,-1
618715276,510
648226901,518
520381795,-1
353735077,226
169966766,395
872979588,581
828488690,567
20558990,319
1045313294,-1
146831427,-1
509942549,485
254280760,424
1183090695,121
1165347942,659
846275858,572
78480543,-1
401804055,211
278037281,246
1005854597,74
264052893,-1
963720441,-1
1030452136,-1
1069120381,630
1079065272,92
387626750,215
467010489,-1
1174164290,118
412738628,-1
444880254,-1
28677883,-1
695000789,-1
334569980,231
479923094,188
856995987,37
286748660,-1
860825525,-1
529930343,174
1059696849,-1
536419984,-1
1159838925,-1
1232704183,-1
951479871,-1
776225121,-1
789380757,-1
401373176,-1
228543571,-1
659646683,-1
973443878,603
510209973,-1
492696022,482
265645038,-1
1009587580,-1
603286004,158
1086106112,-1
174124211,397
1029637548,-1
1008268955,75
778715740,-1
423949861,-1
502449113,-1
908476386,-1
27666724,-1
1005642709,612
63194206,-1
1081291673,635
620163806,-1
1166245661,-1
668225626,524
562133910,496
721349596,-1
767042211,550
1086832707,636
727918635,-1
122759468,346
661484504,-1
105003914,-1
276453555,-1
961617459,600
14192103,321
536899913,173
547559017,-1
456651511,-1
937740771,58
43635130,311
868751396,39
135441642,286
857460567,-1
368169791,-1
998245498,-1
1223495456,674
469178790,190
496937231,-1
770085170,15
